orf,disome,disome_ID,ratio
YDR060W,694,YDR060W_694,17.41051188
YDR061W,540,YDR061W_540,17.59354839
YDR062W,227,YDR062W_227,8.871069823
YDR063W,42,YDR063W_42,6.545341999
YDR064W,75,YDR064W_75,3.172351064
YDR066C,118,YDR066C_118,5.833333333
YDR067C,182,YDR067C_182,15.45299145
YDR068W,216,YDR068W_216,23.43686359
YDR069C,460,YDR069C_460,3.207653086
YDR071C,158,YDR071C_158,10.01603947
YDR072C,132,YDR072C_132,101.4099773
YDR074W,801,YDR074W_801,2.922059554
YDR075W,174,YDR075W_174,3.640074212
YDR077W,133,YDR077W_133,2.945012819
YDR079C-A,30,YDR079C-A_30,15.86666667
YDR079W,52,YDR079W_52,3.390975255
YDR080W,232,YDR080W_232,38.08115173
YDR081C,335,YDR081C_335,14.04696134
YDR083W,350,YDR083W_350,88.68506739
YDR084C,164,YDR084C_164,17.44650276
YDR086C,57,YDR086C_57,2.36327225
YDR087C,279,YDR087C_279,27.183197
YDR088C,383,YDR088C_383,8.804611795
YDR089W,601,YDR089W_601,21.06677798
YDR090C,131,YDR090C_131,13.18094629
YDR091C,138,YDR091C_138,3.203174387
YDR092W,66,YDR092W_66,4.145390412
YDR093W,633,YDR093W_633,12.83953839
YDR096W,58,YDR096W_58,4.017401864
YDR098C,209,YDR098C_209,12.12133429
YDR099W,175,YDR099W_175,5.161293868
YDR100W,144,YDR100W_144,22.88671991
YDR101C,105,YDR101C_105,6.794114331
YDR103W,55,YDR103W_55,60.16416224
YDR104C,51,YDR104C_51,9.375
YDR105C,144,YDR105C_144,16
YDR107C,31,YDR107C_31,23.77777778
YDR108W,495,YDR108W_495,9.282131661
YDR109C,451,YDR109C_451,33.01587302
YDR110W,202,YDR110W_202,2.629425367
YDR111C,381,YDR111C_381,23.14219002
YDR113C,374,YDR113C_374,71.45396825
YDR115W,85,YDR115W_85,3.26642616
YDR116C,30,YDR116C_30,15.15
YDR117C,426,YDR117C_426,16.69777586
YDR119W,100,YDR119W_100,2.581146775
YDR120C,310,YDR120C_310,3.305043299
YDR121W,197,YDR121W_197,150.1147059
YDR122W,518,YDR122W_518,7.070849404
YDR123C,247,YDR123C_247,17.24629245
YDR127W,1436,YDR127W_1436,4.621990328
YDR129C,289,YDR129C_289,5.189627548
YDR130C,142,YDR130C_142,23.49967065
YDR131C,231,YDR131C_231,7.940756743
YDR135C,139,YDR135C_139,85.63375919
YDR138W,469,YDR138W_469,19.73354242
YDR139C,57,YDR139C_57,8.532828283
YDR140W,127,YDR140W_127,68.44444444
YDR141C,1573,YDR141C_1573,10.53741981
YDR142C,309,YDR142C_309,12.95475766
YDR143C,373,YDR143C_373,3.846835179
YDR144C,437,YDR144C_437,12.33472389
YDR145W,433,YDR145W_433,3.142339262
YDR146C,440,YDR146C_440,19.33146544
YDR147W,248,YDR147W_248,36.9
YDR148C,251,YDR148C_251,2.70303587
YDR150W,2749,YDR150W_2749,15.29845551
YDR151C,238,YDR151C_238,16.9888707
YDR152W,218,YDR152W_218,5.527797046
YDR153C,185,YDR153C_185,76.70819034
YDR155C,72,YDR155C_72,6.088608745
YDR156W,138,YDR156W_138,8.697838225
YDR158W,313,YDR158W_313,7.851145078
YDR161W,56,YDR161W_56,3.329137955
YDR162C,183,YDR162C_183,21.77597109
YDR163W,136,YDR163W_136,52.13675214
YDR165W,100,YDR165W_100,5.971178487
YDR166C,758,YDR166C_758,3.337422241
YDR167W,112,YDR167W_112,3.861911555
YDR168W,491,YDR168W_491,11.55247507
YDR169C,246,YDR169C_246,23.27813512
YDR170C,557,YDR170C_557,43.49802191
YDR171W,34,YDR171W_34,12.10315939
YDR172W,381,YDR172W_381,8.509432041
YDR173C,103,YDR173C_103,39.28571429
YDR174W,234,YDR174W_234,125.1144821
YDR175C,58,YDR175C_58,15.74394571
YDR176W,615,YDR176W_615,139.503707
YDR177W,67,YDR177W_67,4.828754584
YDR178W,45,YDR178W_45,10.16725974
YDR179W-A,193,YDR179W-A_193,5.952506596
YDR180W,248,YDR180W_248,8.044444444
YDR181C,479,YDR181C_479,23.33333333
YDR182W,143,YDR182W_143,33.11956706
YDR183W,82,YDR183W_82,26.31150794
YDR184C,114,YDR184C_114,16.02021574
YDR186C,633,YDR186C_633,8.297774231
YDR188W,219,YDR188W_219,7.498784958
YDR189W,552,YDR189W_552,10.20724132
YDR190C,361,YDR190C_361,15.54176652
YDR191W,363,YDR191W_363,12.52631579
YDR192C,129,YDR192C_129,36.11605488
YDR194C,73,YDR194C_73,7.534268046
YDR195W,229,YDR195W_229,37.06906371
YDR196C,90,YDR196C_90,8.559225893
YDR197W,136,YDR197W_136,5.373247203
YDR200C,354,YDR200C_354,55
YDR201W,112,YDR201W_112,21.64790047
YDR204W,82,YDR204W_82,32.22222222
YDR205W,379,YDR205W_379,9.238095238
YDR206W,837,YDR206W_837,12.53830693
YDR208W,46,YDR208W_46,6.663337614
YDR210W,22,YDR210W_22,3.239766827
YDR211W,287,YDR211W_287,6.35866718
YDR212W,552,YDR212W_552,30.7161163
YDR213W,417,YDR213W_417,3.910979888
YDR217C,700,YDR217C_700,71.22376882
YDR219C,455,YDR219C_455,4.114105505
YDR221W,165,YDR221W_165,45.2
YDR222W,374,YDR222W_374,17.1069378
YDR224C,108,YDR224C_108,2.764645431
YDR226W,223,YDR226W_223,18.15268377
YDR228C,344,YDR228C_344,100
YDR229W,309,YDR229W_309,13.1387623
YDR231C,44,YDR231C_44,2.367986799
YDR232W,149,YDR232W_149,3.993898782
YDR233C,38,YDR233C_38,5.272724637
YDR234W,160,YDR234W_160,14.60533454
YDR235W,156,YDR235W_156,8.363624736
YDR236C,48,YDR236C_48,4.822992963
YDR237W,114,YDR237W_114,4.550482679
YDR238C,943,YDR238C_943,15.56653175
YDR239C,153,YDR239C_153,14.46855483
YDR240C,395,YDR240C_395,27.27728395
YDR243C,248,YDR243C_248,19.90468246
YDR244W,474,YDR244W_474,9.747952111
YDR245W,205,YDR245W_205,37.11640212
YDR246W,70,YDR246W_70,10.53081761
YDR248C,132,YDR248C_132,19.77777778
YDR249C,27,YDR249C_27,29.46666667
YDR251W,46,YDR251W_46,12.94245574
YDR257C,495,YDR257C_495,75.40187757
YDR258C,595,YDR258C_595,8.991384255
YDR261C,25,YDR261C_25,5.180224279
YDR262W,162,YDR262W_162,28.92724979
YDR264C,641,YDR264C_641,46.47222018
YDR265W,107,YDR265W_107,6.416666667
YDR266C,478,YDR266C_478,6.88038074
YDR267C,179,YDR267C_179,15.07800726
YDR268W,201,YDR268W_201,7.851851852
YDR270W,220,YDR270W_220,5.454545455
YDR272W,253,YDR272W_253,5.182904618
YDR276C,27,YDR276C_27,2.316945699
YDR279W,141,YDR279W_141,8.206923077
YDR280W,193,YDR280W_193,37.30602658
YDR283C,1085,YDR283C_1085,8.736235163
YDR284C,249,YDR284C_249,18.57024897
YDR289C,394,YDR289C_394,49.83102144
YDR292C,583,YDR292C_583,58.38995726
YDR293C,625,YDR293C_625,7.796630256
YDR294C,590,YDR294C_590,11.09067171
YDR295C,452,YDR295C_452,11.01530612
YDR296W,35,YDR296W_35,2.190059259
YDR297W,317,YDR297W_317,4.850242292
YDR298C,103,YDR298C_103,5.765610363
YDR299W,264,YDR299W_264,9.998110108
YDR300C,370,YDR300C_370,5.424263741
YDR301W,583,YDR301W_583,33.04152637
YDR302W,200,YDR302W_200,4.880371327
YDR303C,348,YDR303C_348,18.45755384
YDR305C,215,YDR305C_215,67.60784314
YDR306C,221,YDR306C_221,28.97628326
YDR307W,56,YDR307W_56,3.182312253
YDR308C,119,YDR308C_119,6.415862186
YDR309C,120,YDR309C_120,6.421244906
YDR311W,349,YDR311W_349,6.097115076
YDR312W,323,YDR312W_323,18.21212121
YDR313C,82,YDR313C_82,14.40677966
YDR315C,53,YDR315C_53,8.831168831
YDR318W,127,YDR318W_127,3.378048142
YDR320C,451,YDR320C_451,11.50856389
YDR321W,73,YDR321W_73,13.55136352
YDR322C-A,32,YDR322C-A_32,2.043232871
YDR322W,358,YDR322W_358,24.47741203
YDR323C,155,YDR323C_155,18
YDR326C,1044,YDR326C_1044,27.0566512
YDR328C,184,YDR328C_184,8.250597504
YDR329C,41,YDR329C_41,32.88888889
YDR330W,235,YDR330W_235,44.42375169
YDR331W,23,YDR331W_23,38.5
YDR333C,269,YDR333C_269,24.8627451
YDR334W,13,YDR334W_13,54
YDR335W,808,YDR335W_808,7.06579607
YDR337W,223,YDR337W_223,2.399069358
YDR338C,116,YDR338C_116,12.81119048
YDR339C,121,YDR339C_121,3.071152188
YDR341C,486,YDR341C_486,32.35387881
YDR346C,34,YDR346C_34,8.296037795
YDR347W,113,YDR347W_113,10.40794386
YDR348C,225,YDR348C_225,33.05520964
YDR349C,22,YDR349C_22,60.33333333
YDR351W,865,YDR351W_865,12.16823942
YDR352W,37,YDR352W_37,21.49355657
YDR353W,134,YDR353W_134,6.624840967
YDR354W,202,YDR354W_202,2.834835732
YDR356W,793,YDR356W_793,70.25194805
YDR358W,499,YDR358W_499,5.014752722
YDR359C,85,YDR359C_85,77.02777778
YDR361C,284,YDR361C_284,41.53667393
YDR362C,538,YDR362C_538,28.66666667
YDR363W,141,YDR363W_141,11.51319648
YDR363W-A,84,YDR363W-A_84,63.83124145
YDR364C,67,YDR364C_67,5.937908497
YDR365C,550,YDR365C_550,40.63884935
YDR367W,127,YDR367W_127,10.49355433
YDR368W,84,YDR368W_84,3.788365108
YDR371W,380,YDR371W_380,14.96533333
YDR372C,119,YDR372C_119,14.75243654
YDR373W,38,YDR373W_38,4.389327325
YDR375C,180,YDR375C_180,46.66666667
YDR376W,220,YDR376W_220,176.25
YDR377W,102,YDR377W_102,15.95156695
YDR378C,76,YDR378C_76,100.9178967
YDR380W,536,YDR380W_536,14.20368839
YDR381W,62,YDR381W_62,4.333603305
YDR382W,107,YDR382W_107,33.76709454
YDR384C,276,YDR384C_276,12.14699545
YDR385W,793,YDR385W_793,64.60111511
YDR386W,333,YDR386W_333,28
YDR388W,96,YDR388W_96,24.98881492
YDR389W,436,YDR389W_436,8.920485584
YDR390C,75,YDR390C_75,14.44532567
YDR391C,102,YDR391C_102,6.482384824
YDR392W,67,YDR392W_67,2.449805348
YDR393W,323,YDR393W_323,7.23010323
YDR394W,215,YDR394W_215,11.47582773
YDR395W,603,YDR395W_603,5.02939433
YDR397C,118,YDR397C_118,18.32890777
YDR398W,475,YDR398W_475,3.153449411
YDR399W,196,YDR399W_196,2.052243188
YDR400W,191,YDR400W_191,9.310904484
YDR404C,31,YDR404C_31,5.976770576
YDR405W,156,YDR405W_156,6.482662054
YDR406W,110,YDR406W_110,19
YDR407C,912,YDR407C_912,15.63080266
YDR408C,215,YDR408C_215,40.4
YDR410C,235,YDR410C_235,15.3092623
YDR411C,116,YDR411C_116,6.508394127
YDR412W,29,YDR412W_29,76.81970885
YDR415C,201,YDR415C_201,15.68518519
YDR416W,480,YDR416W_480,39.01336675
YDR418W,93,YDR418W_93,4.734849884
YDR419W,631,YDR419W_631,5.617857143
YDR422C,89,YDR422C_89,6.890243107
YDR423C,58,YDR423C_58,11.94561878
YDR424C,82,YDR424C_82,18.97887324
YDR425W,41,YDR425W_41,11.85759167
YDR427W,71,YDR427W_71,53.51370369
YDR428C,240,YDR428C_240,3.985191638
YDR429C,275,YDR429C_275,286.5271542
YDR430C,42,YDR430C_42,33.50666275
YDR432W,277,YDR432W_277,13.42834749
YDR434W,32,YDR434W_32,45.71428571
YDR436W,128,YDR436W_128,18.27794198
YDR437W,102,YDR437W_102,3.821178821
YDR439W,20,YDR439W_20,19.66666667
YDR440W,291,YDR440W_291,18.01280603
YDR441C,21,YDR441C_21,3.946195479
YDR443C,992,YDR443C_992,60.86904762
YDR444W,431,YDR444W_431,36.26680096
YDR448W,134,YDR448W_134,4.920578246
YDR449C,180,YDR449C_180,7.067430083
YDR450W,116,YDR450W_116,3.470598719
YDR451C,298,YDR451C_298,12.55433451
YDR454C,188,YDR454C_188,19.33114694
YDR456W,75,YDR456W_75,12.44420969
YDR457W,925,YDR457W_925,8.131050273
YDR458C,129,YDR458C_129,68.97241379
YDR460W,237,YDR460W_237,6.731626724
YDR461C-A,81,YDR461C-A_81,82.96296296
YDR463W,451,YDR463W_451,5.827973654
YDR464W,217,YDR464W_217,54.40537084
YDR465C,397,YDR465C_397,27.82163439
YDR466W,739,YDR466W_739,3.88650261
YDR468C,206,YDR468C_206,25.38365222
YDR469W,132,YDR469W_132,6.520123839
YDR470C,148,YDR470C_148,27.65
YDR471W,36,YDR471W_36,15.90937345
YDR472W,284,YDR472W_284,304.32
YDR473C,26,YDR473C_26,12.04526816
YDR476C,215,YDR476C_215,16.07442705
YDR477W,504,YDR477W_504,10.56633853
YDR478W,46,YDR478W_46,5.096629213
YDR480W,219,YDR480W_219,8.024140169
YDR481C,363,YDR481C_363,12.05081683
YDR483W,249,YDR483W_249,17.43861819
YDR485C,506,YDR485C_506,16.90035678
YDR486C,206,YDR486C_206,16.93524836
YDR487C,140,YDR487C_140,9.64214429
YDR488C,208,YDR488C_208,10.77503628
YDR490C,187,YDR490C_187,38.37777778
YDR492W,158,YDR492W_158,35.57407407
YDR493W,107,YDR493W_107,4.755676894
YDR494W,362,YDR494W_362,80.18181818
YDR496C,614,YDR496C_614,25.26200151
YDR497C,463,YDR497C_463,8.266671094
YDR498C,313,YDR498C_313,46.66666667
YDR500C,74,YDR500C_74,2.691086317
YDR502C,350,YDR502C_350,6.812853981
YDR505C,521,YDR505C_521,6.416443224
YDR507C,1103,YDR507C_1103,4.933019362
YDR508C,165,YDR508C_165,12.5859468
YDR511W,39,YDR511W_39,10.92065447
YDR512C,188,YDR512C_188,18.03065134
YDR513W,144,YDR513W_144,38.7570009
YDR514C,180,YDR514C_180,8.056209789
YDR515W,37,YDR515W_37,58.66666667
YDR516C,362,YDR516C_362,4.768237006
YDR517W,325,YDR517W_325,39.14460454
YDR518W,440,YDR518W_440,2.962277436
YDR519W,25,YDR519W_25,9.352894912
YDR520C,393,YDR520C_393,15.86222222
YDR524C,53,YDR524C_53,55
YDR524C-B,63,YDR524C-B_63,9.118361473
YDR525W-A,45,YDR525W-A_45,5.643489233
YDR527W,50,YDR527W_50,12.0556694
YDR529C,43,YDR529C_43,6.313089686
YDR530C,213,YDR530C_213,7.80952381
YDR532C,294,YDR532C_294,6.875
YDR538W,51,YDR538W_51,27.77777778
YDR539W,276,YDR539W_276,2.386712675
YEL001C,226,YEL001C_226,179.7125054
YEL002C,294,YEL002C_294,57.1372549
YEL003W,48,YEL003W_48,3.498723769
YEL006W,86,YEL006W_86,7.288888889
YEL007W,79,YEL007W_79,5.082302242
YEL009C,282,YEL009C_282,1773.777778
YEL012W,130,YEL012W_130,8.605843769
YEL013W,47,YEL013W_47,3.970633491
YEL015W,330,YEL015W_330,16.6593253
YEL017C-A,38,YEL017C-A_38,5.604184337
YEL017W,203,YEL017W_203,43.75
YEL018W,229,YEL018W_229,4.110037574
YEL019C,147,YEL019C_147,6.448818898
YEL020C,553,YEL020C_553,12.68115942
YEL020W-A,77,YEL020W-A_77,5.909033968
YEL022W,583,YEL022W_583,50.29081365
YEL024W,157,YEL024W_157,9.653169266
YEL025C,1189,YEL025C_1189,121.1052632
YEL026W,100,YEL026W_100,15.63879322
YEL031W,669,YEL031W_669,91.64239159
YEL032W,581,YEL032W_581,8.715650153
YEL034W,108,YEL034W_108,3.975123732
YEL036C,77,YEL036C_77,8.650531935
YEL037C,252,YEL037C_252,20.48673548
YEL038W,207,YEL038W_207,3.466688403
YEL040W,273,YEL040W_273,6.28308942
YEL042W,31,YEL042W_31,3.003264585
YEL043W,925,YEL043W_925,5.247519841
YEL044W,106,YEL044W_106,8.589760353
YEL047C,431,YEL047C_431,13.666057
YEL048C,81,YEL048C_81,41.33333333
YEL050C,128,YEL050C_128,7.225355587
YEL052W,417,YEL052W_417,7.844035594
YEL053C,581,YEL053C_581,13.05555556
YEL054C,93,YEL054C_93,5.840693006
YEL055C,670,YEL055C_670,22.12082123
YEL056W,250,YEL056W_250,7.765910386
YEL058W,93,YEL058W_93,2.885588689
YEL060C,585,YEL060C_585,21.64849003
YEL061C,828,YEL061C_828,31.66666667
YEL063C,557,YEL063C_557,4.142954965
YEL065W,60,YEL065W_60,12.86213786
YEL066W,124,YEL066W_124,5.522913287
YEL068C,79,YEL068C_79,2.76
YEL071W,412,YEL071W_412,12.87026833
YER002W,43,YER002W_43,5.248996949
YER003C,238,YER003C_238,7.930833389
YER004W,152,YER004W_152,2.580486247
YER006W,50,YER006W_50,5.632321756
YER007C-A,182,YER007C-A_182,18.81992417
YER007W,420,YER007W_420,16.92043011
YER008C,970,YER008C_970,16.83632579
YER009W,108,YER009W_108,4.206945931
YER010C,161,YER010C_161,38.96825397
YER011W,39,YER011W_39,5.17786597
YER012W,199,YER012W_199,21.86311458
YER013W,397,YER013W_397,20.19393939
YER014W,134,YER014W_134,6.399484536
YER016W,107,YER016W_107,23.59428394
YER019C-A,40,YER019C-A_40,6.070443113
YER019W,132,YER019W_132,12.34583877
YER020W,81,YER020W_81,2.968309702
YER021W,283,YER021W_283,9.29292074
YER023W,210,YER023W_210,10.03829985
YER025W,183,YER025W_183,3.747092998
YER026C,277,YER026C_277,13.48620458
YER027C,290,YER027C_290,3.985655393
YER028C,42,YER028C_42,6.854446538
YER029C,181,YER029C_181,8.173303043
YER030W,53,YER030W_53,33.04406613
YER031C,208,YER031C_208,14.16144645
YER032W,182,YER032W_182,12.5357434
YER033C,357,YER033C_357,27.40963855
YER034W,130,YER034W_130,20.17359804
YER036C,594,YER036C_594,22.22239571
YER037W,49,YER037W_49,7.016425873
YER042W,173,YER042W_173,3.264522738
YER043C,450,YER043C_450,14.79513427
YER044C,120,YER044C_120,32.34835605
YER048C,41,YER048C_41,10.76079525
YER048W-A,89,YER048W-A_89,96.84536082
YER049W,484,YER049W_484,12.52024993
YER050C,69,YER050C_69,78.36904762
YER051W,176,YER051W_176,8.117647059
YER052C,338,YER052C_338,33.88743391
YER053C,301,YER053C_301,104.5174825
YER055C,165,YER055C_165,13.6438061
YER056C,534,YER056C_534,62.38826953
YER056C-A,27,YER056C-A_27,2.794944366
YER057C,130,YER057C_130,6.6902687
YER059W,176,YER059W_176,33.93939394
YER060W,401,YER060W_401,50.66666667
YER062C,162,YER062C_162,3.927932975
YER063W,219,YER063W_219,16.61065024
YER064C,111,YER064C_111,22.14332543
YER067W,130,YER067W_130,14.80539499
YER068W,314,YER068W_314,84.73445887
YER070W,889,YER070W_889,55.77885992
YER071C,91,YER071C_91,7.398671096
YER072W,102,YER072W_102,9.610758826
YER073W,59,YER073W_59,37.78302656
YER074W,67,YER074W_67,4.214059423
YER074W-A,24,YER074W-A_24,6.482863671
YER075C,858,YER075C_858,15.42379046
YER080W,238,YER080W_238,5.939926008
YER081W,57,YER081W_57,9.533333333
YER082C,503,YER082C_503,3.555211125
YER083C,149,YER083C_149,2.523407203
YER086W,285,YER086W_285,20.49784096
YER087C-B,54,YER087C-B_54,20.26347606
YER088C,571,YER088C_571,5.302826503
YER089C,391,YER089C_391,20.47091979
YER090W,392,YER090W_392,7.448099515
YER091C,734,YER091C_734,26.09764956
YER092W,126,YER092W_126,5.891851852
YER094C,69,YER094C_69,5.772973204
YER095W,55,YER095W_55,8.695776053
YER099C,319,YER099C_319,5.308476298
YER100W,22,YER100W_22,16.89840991
YER101C,164,YER101C_164,33.81623932
YER102W,27,YER102W_27,16.32504482
YER103W,200,YER103W_200,3.629607106
YER104W,104,YER104W_104,9.050505051
YER105C,707,YER105C_707,117.1971706
YER107C,366,YER107C_366,37.02833658
YER110C,121,YER110C_121,3.501351159
YER111C,375,YER111C_375,23.39908786
YER112W,90,YER112W_90,5.071839798
YER113C,34,YER113C_34,12.86051336
YER114C,194,YER114C_194,16.36893653
YER116C,149,YER116C_149,6.443540643
YER117W,127,YER117W_127,3.897421976
YER118C,167,YER118C_167,10.68478567
YER120W,245,YER120W_245,105.3660767
YER122C,153,YER122C_153,7.294076115
YER123W,69,YER123W_69,14.90021887
YER124C,57,YER124C_57,5.732575241
YER125W,78,YER125W_78,20.6592887
YER126C,262,YER126C_262,25.96622716
YER127W,69,YER127W_69,6.511682543
YER128W,109,YER128W_109,2.309299896
YER130C,22,YER130C_22,21.94871795
YER131W,101,YER131W_101,2.348183062
YER132C,1346,YER132C_1346,54.72222222
YER133W,313,YER133W_313,284.4251621
YER134C,75,YER134C_75,23.8216629
YER136W,284,YER136W_284,5.77324798
YER141W,330,YER141W_330,13.89327731
YER143W,243,YER143W_243,9.289247332
YER145C,285,YER145C_285,5.31024216
YER146W,32,YER146W_32,5.078109271
YER147C,410,YER147C_410,8.58045738
YER148W,200,YER148W_200,23.86843023
YER149C,108,YER149C_108,14.58851315
YER151C,812,YER151C_812,62.03074204
YER154W,196,YER154W_196,48.83333333
YER155C,231,YER155C_231,33.10523723
YER156C,89,YER156C_89,6.178706096
YER157W,424,YER157W_424,15.6814955
YER158C,133,YER158C_133,15.67407407
YER159C,58,YER159C_58,2.564084057
YER161C,329,YER161C_329,2.003050847
YER164W,1384,YER164W_1384,7.31197153
YER165W,479,YER165W_479,3.416014192
YER166W,788,YER166W_788,3.116591825
YER168C,509,YER168C_509,8.292327796
YER169W,780,YER169W_780,57.24637681
YER170W,145,YER170W_145,34.28571429
YER171W,346,YER171W_346,7.142121712
YER172C,1165,YER172C_1165,10.03029393
YER173W,142,YER173W_142,13.33333333
YER174C,208,YER174C_208,24.90305236
YER175C,186,YER175C_186,7.902912621
YER176W,164,YER176W_164,7.688145927
YER177W,268,YER177W_268,33.48704421
YER178W,318,YER178W_318,5.711363493
YER182W,34,YER182W_34,31.10469777
YER183C,169,YER183C_169,10.18181818
YFL002C,453,YFL002C_453,56.43201543
YFL004W,637,YFL004W_637,7.243902033
YFL005W,77,YFL005W_77,3.731147268
YFL007W,43,YFL007W_43,13.55460637
YFL008W,1118,YFL008W_1118,21.88790015
YFL009W,102,YFL009W_102,5.154900043
YFL010C,196,YFL010C_196,31.35683591
YFL013C,637,YFL013C_637,92.62088496
YFL014W,62,YFL014W_62,16.02105263
YFL016C,140,YFL016C_140,11.55815651
YFL017C,85,YFL017C_85,28.97119342
YFL017W-A,67,YFL017W-A_67,10.3662768
YFL018C,494,YFL018C_494,4.576093393
YFL021W,278,YFL021W_278,7.916667734
YFL022C,504,YFL022C_504,30.98829806
YFL023W,552,YFL023W_552,52.91747888
YFL025C,62,YFL025C_62,29.80392157
YFL026W,393,YFL026W_393,26.30981265
YFL028C,217,YFL028C_217,13.31077694
YFL029C,99,YFL029C_99,4.119646669
YFL033C,420,YFL033C_420,4.233593364
YFL034C-A,98,YFL034C-A_98,2.732377935
YFL034C-B,16,YFL034C-B_16,16.13752914
YFL036W,431,YFL036W_431,7.455115275
YFL037W,144,YFL037W_144,14.37364558
YFL038C,47,YFL038C_47,7.827521162
YFL039C,302,YFL039C_302,8.346188497
YFL041W,560,YFL041W_560,22.28514468
YFL042C,251,YFL042C_251,16.93923854
YFL049W,320,YFL049W_320,6.431383654
YFR001W,90,YFR001W_90,2.701394363
YFR002W,407,YFR002W_407,24.9295255
YFR003C,156,YFR003C_156,43.2312276
YFR004W,307,YFR004W_307,14.14507186
YFR006W,363,YFR006W_363,23.88727679
YFR008W,129,YFR008W_129,44.5
YFR009W,717,YFR009W_717,11.11875684
YFR010W,68,YFR010W_68,7.370022237
YFR011C,171,YFR011C_171,14.85454545
YFR013W,90,YFR013W_90,2.463631131
YFR014C,21,YFR014C_21,9.777777778
YFR015C,453,YFR015C_453,7.429757426
YFR016C,1181,YFR016C_1181,35.45174699
YFR021W,45,YFR021W_45,6.04464281
YFR024C-A,205,YFR024C-A_205,16.69176905
YFR025C,62,YFR025C_62,28.37301587
YFR027W,258,YFR027W_258,7.337409672
YFR028C,432,YFR028C_432,7.315972789
YFR029W,249,YFR029W_249,17.53043478
YFR030W,692,YFR030W_692,5.995219124
YFR031C,464,YFR031C_464,23.88888889
YFR032C-A,48,YFR032C-A_48,49.27019337
YFR033C,148,YFR033C_148,28.80416667
YFR034C,292,YFR034C_292,14.37347861
YFR036W,58,YFR036W_58,2.729837274
YFR037C,317,YFR037C_317,10.33049716
YFR040W,617,YFR040W_617,8.864496968
YFR041C,29,YFR041C_29,24.22110833
YFR042W,137,YFR042W_137,6.409722222
YFR044C,140,YFR044C_140,11.48189298
YFR046C,254,YFR046C_254,5.513513514
YFR047C,296,YFR047C_296,75.00419287
YFR048W,78,YFR048W_78,12.54166667
YFR049W,108,YFR049W_108,21.99079163
YFR051C,292,YFR051C_292,65.52975
YFR052W,185,YFR052W_185,20.89879549
YFR053C,89,YFR053C_89,3.849151978
YFR055W,79,YFR055W_79,17.27679983
YGL001C,264,YGL001C_264,7.886268602
YGL002W,65,YGL002W_65,29.12554113
YGL004C,210,YGL004C_210,9.270833333
YGL006W,378,YGL006W_378,10.0952381
YGL008C,98,YGL008C_98,7.012319402
YGL009C,726,YGL009C_726,19.12965789
YGL011C,152,YGL011C_152,16.40892018
YGL012W,326,YGL012W_326,8.53918271
YGL014W,733,YGL014W_733,6.878906162
YGL016W,564,YGL016W_564,23.73418489
YGL017W,478,YGL017W_478,10.47812524
YGL018C,140,YGL018C_140,14.48356221
YGL019W,43,YGL019W_43,11.05868346
YGL020C,97,YGL020C_97,28.59545691
YGL021W,277,YGL021W_277,17.46530412
YGL022W,100,YGL022W_100,3.723204577
YGL025C,95,YGL025C_95,10.53633041
YGL026C,134,YGL026C_134,2.47925158
YGL027C,49,YGL027C_49,25.39853885
YGL028C,456,YGL028C_456,66.63648304
YGL030W,39,YGL030W_39,2.714423573
YGL031C,24,YGL031C_24,5.699713159
YGL032C,88,YGL032C_88,16.70341615
YGL035C,103,YGL035C_103,14.90077485
YGL036W,101,YGL036W_101,14.62996942
YGL037C,90,YGL037C_90,8.611703994
YGL038C,100,YGL038C_100,7.601275959
YGL039W,54,YGL039W_54,4.719621164
YGL040C,109,YGL040C_109,10.99111773
YGL041W-A,143,YGL041W-A_143,18.86065574
YGL043W,310,YGL043W_310,165.4782609
YGL044C,175,YGL044C_175,8.213557193
YGL045W,146,YGL045W_146,25.92592593
YGL047W,194,YGL047W_194,23.57948718
YGL048C,179,YGL048C_179,11.31209124
YGL049C,790,YGL049C_790,12.96829317
YGL053W,98,YGL053W_98,10
YGL054C,104,YGL054C_104,3.022408976
YGL055W,212,YGL055W_212,8.914679943
YGL056C,305,YGL056C_305,4.071763999
YGL057C,112,YGL057C_112,26.35714286
YGL058W,67,YGL058W_67,8.724548255
YGL061C,191,YGL061C_191,15.45142857
YGL062W,125,YGL062W_125,9.096506174
YGL065C,205,YGL065C_205,9.658861578
YGL066W,646,YGL066W_646,8.10669396
YGL067W,301,YGL067W_301,16.80437927
YGL068W,47,YGL068W_47,4.402863536
YGL071W,54,YGL071W_54,8.218287727
YGL073W,588,YGL073W_588,14.10309399
YGL076C,100,YGL076C_100,75.46283818
YGL078C,524,YGL078C_524,15.08632481
YGL079W,103,YGL079W_103,14.84927916
YGL080W,52,YGL080W_52,4.128304889
YGL082W,288,YGL082W_288,6.029995301
YGL083W,627,YGL083W_627,7.385756102
YGL084C,376,YGL084C_376,6.339920043
YGL086W,745,YGL086W_745,82.60277778
YGL087C,48,YGL087C_48,10.52657541
YGL091C,192,YGL091C_192,6.058969423
YGL092W,518,YGL092W_518,23.75015675
YGL093W,765,YGL093W_765,21.93195402
YGL097W,394,YGL097W_394,4.961574589
YGL099W,38,YGL099W_38,4.950267984
YGL100W,149,YGL100W_149,4.59615017
YGL101W,205,YGL101W_205,7.622282161
YGL103W,29,YGL103W_29,9.61798336
YGL105W,134,YGL105W_134,3.472444138
